,conm,type,cik,date,path
38006,Regal Investment Advisors LLC,13F-HR,1559789,2020-08-03,https://www.sec.gov/Archives/edgar/data/1559789/0001172661-20-001577-index.htm
38007,"Regal Wealth Group, Inc.",13F-HR,1656537,2020-07-09,https://www.sec.gov/Archives/edgar/data/1656537/0001656537-20-000004-index.htm
38008,"Regenicin, Inc.",NT 10-Q,1412659,2020-08-14,https://www.sec.gov/Archives/edgar/data/1412659/0001662252-20-000066-index.htm
38009,Regent Investment Management LLC,13F-HR,1559968,2020-07-29,https://www.sec.gov/Archives/edgar/data/1559968/0001559968-20-000007-index.htm
38010,Regent Peak Wealth Advisors LLC,13F-HR,1803329,2020-08-05,https://www.sec.gov/Archives/edgar/data/1803329/0001606587-20-000822-index.htm
38011,Regional Management Corp.,10-Q,1519401,2020-08-10,https://www.sec.gov/Archives/edgar/data/1519401/0001193125-20-213325-index.htm
38012,Regis Management CO LLC,13F-HR,1352776,2020-08-10,https://www.sec.gov/Archives/edgar/data/1352776/0001352776-20-000011-index.htm
38013,Regulus Therapeutics Inc.,10-Q,1505512,2020-08-13,https://www.sec.gov/Archives/edgar/data/1505512/0001628280-20-012643-index.htm
38014,Reign Resources Corp,10-Q,1642159,2020-08-07,https://www.sec.gov/Archives/edgar/data/1642159/0001753926-20-000232-index.htm
38015,Reilly Herbert Faulkner III,13F-HR,1599813,2020-08-14,https://www.sec.gov/Archives/edgar/data/1599813/0001599813-20-000006-index.htm
38016,Reitz Capital Advisors LLC,13F-HR,1757260,2020-07-14,https://www.sec.gov/Archives/edgar/data/1757260/0001757260-20-000003-index.htm
38017,"Rekor Systems, Inc.",10-Q,1697851,2020-08-03,https://www.sec.gov/Archives/edgar/data/1697851/0001654954-20-008325-index.htm
38018,"Relative Value Partners Group, LLC",13F-HR,1649910,2020-08-14,https://www.sec.gov/Archives/edgar/data/1649910/0001649910-20-000016-index.htm
38019,Relaxing Retirement Coach,13F-HR,1728449,2020-07-13,https://www.sec.gov/Archives/edgar/data/1728449/0001085146-20-001765-index.htm
38020,"Reliant Bancorp, Inc.",10-Q,1606440,2020-08-10,https://www.sec.gov/Archives/edgar/data/1606440/0001606440-20-000007-index.htm
38021,"Reliant Holdings, Inc.",10-Q,1682265,2020-08-14,https://www.sec.gov/Archives/edgar/data/1682265/0001477932-20-004873-index.htm
38022,Relyea Zuckerberg Hanson LLC,13F-HR,1793691,2020-07-13,https://www.sec.gov/Archives/edgar/data/1793691/0001793691-20-000004-index.htm
38023,RemSleep Holdings Inc.,10-Q,1412126,2020-08-12,https://www.sec.gov/Archives/edgar/data/1412126/0001213900-20-021585-index.htm
38024,Renaissance Investment Group LLC,13F-HR,1509508,2020-07-07,https://www.sec.gov/Archives/edgar/data/1509508/0001509508-20-000003-index.htm
38025,"Rench Wealth Management, Inc.",13F-HR,1599016,2020-08-13,https://www.sec.gov/Archives/edgar/data/1599016/0001599016-20-000003-index.htm
38026,Renewable Energy Acquisition Corp.,10-Q,1418302,2020-08-14,https://www.sec.gov/Archives/edgar/data/1418302/0001575872-20-000226-index.htm
38027,"Renewable Energy Group, Inc.",10-Q,1463258,2020-08-05,https://www.sec.gov/Archives/edgar/data/1463258/0001628280-20-011787-index.htm
38028,"Rennova Health, Inc.",10-Q,931059,2020-07-17,https://www.sec.gov/Archives/edgar/data/931059/0001493152-20-013561-index.htm
38029,"Rennova Health, Inc.",10-Q,931059,2020-08-13,https://www.sec.gov/Archives/edgar/data/931059/0001493152-20-015569-index.htm
38030,"RenovaCare, Inc.",10-Q,1016708,2020-08-13,https://www.sec.gov/Archives/edgar/data/1016708/0001171843-20-005919-index.htm
38031,Repare Therapeutics Inc.,10-Q,1808158,2020-08-13,https://www.sec.gov/Archives/edgar/data/1808158/0001564590-20-040024-index.htm
38032,Repay Holdings Corp,10-Q,1720592,2020-08-10,https://www.sec.gov/Archives/edgar/data/1720592/0001564590-20-038953-index.htm
38033,Replay Acquisition Corp.,10-Q,1763731,2020-08-06,https://www.sec.gov/Archives/edgar/data/1763731/0001104659-20-091464-index.htm
38034,"Replimune Group, Inc.",10-Q,1737953,2020-08-07,https://www.sec.gov/Archives/edgar/data/1737953/0001104659-20-091744-index.htm
38035,"Replimune Group, Inc.",DEF 14A,1737953,2020-07-29,https://www.sec.gov/Archives/edgar/data/1737953/0001047469-20-004296-index.htm
38036,"Requisite Capital Management, LLC",13F-HR,1730573,2020-08-13,https://www.sec.gov/Archives/edgar/data/1730573/0001730573-20-000004-index.htm
38037,Resolute Forest Products Inc.,10-Q,1393066,2020-08-10,https://www.sec.gov/Archives/edgar/data/1393066/0001393066-20-000008-index.htm
38038,Resolution Capital Ltd,13F-HR,1612389,2020-07-22,https://www.sec.gov/Archives/edgar/data/1612389/0001172661-20-001544-index.htm
38039,"Resonant Capital Advisors, LLC",13F-HR,1803236,2020-08-05,https://www.sec.gov/Archives/edgar/data/1803236/0001221073-20-000127-index.htm
38040,Resonant Inc,10-Q,1579910,2020-08-05,https://www.sec.gov/Archives/edgar/data/1579910/0001579910-20-000013-index.htm
38041,"Resonate Blends, Inc.",10-Q,897078,2020-08-14,https://www.sec.gov/Archives/edgar/data/897078/0001493152-20-015818-index.htm
38042,"Resort Savers, Inc.",NT 10-Q,1572384,2020-08-14,https://www.sec.gov/Archives/edgar/data/1572384/0001640334-20-002141-index.htm
38043,"Resource Apartment REIT III, Inc.",10-Q,1652926,2020-08-07,https://www.sec.gov/Archives/edgar/data/1652926/0001564590-20-038327-index.htm
38044,Resource Credit Income Fund,DEF 14A,1628040,2020-07-22,https://www.sec.gov/Archives/edgar/data/1628040/0001398344-20-014113-index.htm
38045,Resource Credit Income Fund,DEF 14A,1628040,2020-07-29,https://www.sec.gov/Archives/edgar/data/1628040/0001398344-20-014600-index.htm
38046,"Resource Management, LLC",13F-HR,1731437,2020-07-24,https://www.sec.gov/Archives/edgar/data/1731437/0001731437-20-000003-index.htm
38047,"Resource Real Estate Opportunity REIT II, Inc.",10-Q,1559484,2020-08-07,https://www.sec.gov/Archives/edgar/data/1559484/0001564590-20-038307-index.htm
38048,"Resource Real Estate Opportunity REIT, Inc.",10-Q,1466225,2020-08-07,https://www.sec.gov/Archives/edgar/data/1466225/0001564590-20-038305-index.htm
38049,"Resources Investment Advisors, LLC.",13F-HR,1690370,2020-08-14,https://www.sec.gov/Archives/edgar/data/1690370/0001690370-20-000003-index.htm
38050,RespireRx Pharmaceuticals Inc.,NT 10-Q,849636,2020-08-14,https://www.sec.gov/Archives/edgar/data/849636/0001493152-20-015718-index.htm
38051,Restaurant Brands International Inc.,10-Q,1618756,2020-08-06,https://www.sec.gov/Archives/edgar/data/1618756/0001618756-20-000031-index.htm
38052,Restaurant Brands International Limited Partnership,10-Q,1618755,2020-08-06,https://www.sec.gov/Archives/edgar/data/1618755/0001618755-20-000031-index.htm
38053,"Retail Opportunity Investments Partnership, LP",10-Q,1577230,2020-07-30,https://www.sec.gov/Archives/edgar/data/1577230/0001407623-20-000059-index.htm
38054,Retail Value Inc.,10-Q,1735184,2020-08-05,https://www.sec.gov/Archives/edgar/data/1735184/0001564590-20-036865-index.htm
38055,Retirement Planning Group,13F-HR,1508195,2020-08-06,https://www.sec.gov/Archives/edgar/data/1508195/0001508195-20-000003-index.htm
38056,Retirement Systems of Alabama,13F-HR,1593051,2020-07-23,https://www.sec.gov/Archives/edgar/data/1593051/0001567619-20-013601-index.htm
38057,"Retrophin, Inc.",10-Q,1438533,2020-07-31,https://www.sec.gov/Archives/edgar/data/1438533/0001438533-20-000022-index.htm
38058,"Revance Therapeutics, Inc.",10-Q,1479290,2020-08-06,https://www.sec.gov/Archives/edgar/data/1479290/0001479290-20-000090-index.htm
38059,"Revolution Medicines, Inc.",10-Q,1628171,2020-08-10,https://www.sec.gov/Archives/edgar/data/1628171/0001564590-20-038663-index.htm
38060,"Revolve Group, Inc.",10-Q,1746618,2020-08-13,https://www.sec.gov/Archives/edgar/data/1746618/0001564590-20-040014-index.htm
38061,"Rex Capital Advisors, LLC",13F-HR,1389307,2020-08-13,https://www.sec.gov/Archives/edgar/data/1389307/0001389307-20-000003-index.htm
38062,"Rexford Industrial Realty, Inc.",10-Q,1571283,2020-07-27,https://www.sec.gov/Archives/edgar/data/1571283/0001571283-20-000037-index.htm
38063,Rexnord Corp,10-Q,1439288,2020-07-28,https://www.sec.gov/Archives/edgar/data/1439288/0001439288-20-000157-index.htm
38064,"Reynders McVeigh Capital Management, LLC",13F-HR,1455969,2020-08-14,https://www.sec.gov/Archives/edgar/data/1455969/0001455969-20-000003-index.htm
38065,Reynolds Consumer Products Inc.,10-Q,1786431,2020-08-05,https://www.sec.gov/Archives/edgar/data/1786431/0001564590-20-036492-index.htm
38066,"Rezny Wealth Management, Inc.",13F-HR,1535859,2020-07-16,https://www.sec.gov/Archives/edgar/data/1535859/0001606587-20-000738-index.htm
38067,Rhenman & Partners Asset Management AB,13F-HR,1599882,2020-07-16,https://www.sec.gov/Archives/edgar/data/1599882/0001213900-20-017623-index.htm
38068,Rheos Capital Works Inc.,13F-HR,1735445,2020-08-07,https://www.sec.gov/Archives/edgar/data/1735445/0001735445-20-000005-index.htm
38069,"Rhinebeck Bancorp, Inc.",10-Q,1751783,2020-08-13,https://www.sec.gov/Archives/edgar/data/1751783/0001751783-20-000032-index.htm
38070,Ribbon Communications Inc.,10-Q,1708055,2020-08-06,https://www.sec.gov/Archives/edgar/data/1708055/0001708055-20-000154-index.htm
38071,"Rice Partnership, LLC",13F-HR,1736736,2020-08-13,https://www.sec.gov/Archives/edgar/data/1736736/0001398344-20-015680-index.htm
38072,RiceBran Technologies,10-Q,1063537,2020-08-12,https://www.sec.gov/Archives/edgar/data/1063537/0001140361-20-018241-index.htm
38073,Richard Bernstein Advisors LLC,13F-HR,1528214,2020-08-14,https://www.sec.gov/Archives/edgar/data/1528214/0001420506-20-000945-index.htm
38074,"Richard C. Young & CO., LTD.",13F-HR,1387304,2020-08-13,https://www.sec.gov/Archives/edgar/data/1387304/0001387304-20-000004-index.htm
38075,Richard P Slaughter Associates Inc,13F-HR,1811783,2020-07-09,https://www.sec.gov/Archives/edgar/data/1811783/0001811783-20-000004-index.htm
38076,"Richmond Hill Investments, LLC",13F-HR,1455952,2020-08-14,https://www.sec.gov/Archives/edgar/data/1455952/0001214659-20-007165-index.htm
38077,"Richmond Mutual Bancorporation, Inc.",10-Q,1767837,2020-08-13,https://www.sec.gov/Archives/edgar/data/1767837/0000927089-20-000425-index.htm
38078,"Richmond Mutual Bancorporation, Inc.",DEF 14A,1767837,2020-07-28,https://www.sec.gov/Archives/edgar/data/1767837/0000927089-20-000401-index.htm
38079,Ridgeback Capital Investments L.P.,13F-HR,1423994,2020-08-14,https://www.sec.gov/Archives/edgar/data/1423994/0001104659-20-095554-index.htm
38080,Ridgewood Energy O Fund LLC,10-Q,1315061,2020-08-10,https://www.sec.gov/Archives/edgar/data/1315061/0001214659-20-006903-index.htm
38081,Ridgewood Energy U Fund LLC,10-Q,1377178,2020-08-10,https://www.sec.gov/Archives/edgar/data/1377178/0001214659-20-006907-index.htm
38082,Ridgewood Energy W Fund LLC,10-Q,1409947,2020-08-10,https://www.sec.gov/Archives/edgar/data/1409947/0001214659-20-006909-index.htm
38083,Ridgewood Investments LLC,13F-HR,1703556,2020-08-10,https://www.sec.gov/Archives/edgar/data/1703556/0001606587-20-000922-index.htm
38084,"RigNet, Inc.",10-Q,1162112,2020-08-10,https://www.sec.gov/Archives/edgar/data/1162112/0001564590-20-038445-index.htm
38085,Riggs Asset Managment Co. Inc.,13F-HR,1601348,2020-08-11,https://www.sec.gov/Archives/edgar/data/1601348/0001601348-20-000003-index.htm
38086,"Right On Brands, Inc.",NT 10-Q,1580262,2020-08-14,https://www.sec.gov/Archives/edgar/data/1580262/0001477932-20-004941-index.htm
38087,"Rikoon Group, LLC",13F-HR,1576654,2020-08-07,https://www.sec.gov/Archives/edgar/data/1576654/0001085146-20-002052-index.htm
38088,"Rimini Street, Inc.",10-Q,1635282,2020-08-05,https://www.sec.gov/Archives/edgar/data/1635282/0001635282-20-000056-index.htm
38089,Rinet Co LLC,13F-HR,1642351,2020-08-13,https://www.sec.gov/Archives/edgar/data/1642351/0001642351-20-000006-index.htm
38090,"RingCentral, Inc.",10-Q,1384905,2020-08-10,https://www.sec.gov/Archives/edgar/data/1384905/0001384905-20-000026-index.htm
38091,Rings Capital Management LLC,13F-HR,1771122,2020-08-14,https://www.sec.gov/Archives/edgar/data/1771122/0001104659-20-095247-index.htm
38092,"Riot Blockchain, Inc.",10-Q,1167419,2020-08-10,https://www.sec.gov/Archives/edgar/data/1167419/0001079973-20-000653-index.htm
38093,Rip Road Capital Partners LP,13F-HR,1802893,2020-08-14,https://www.sec.gov/Archives/edgar/data/1802893/0001104659-20-095115-index.htm
38094,Rise Gold Corp.,DEF 14A,1424864,2020-07-06,https://www.sec.gov/Archives/edgar/data/1424864/0001273511-20-000098-index.htm
38095,River Financial Corp,10-Q,1641601,2020-08-04,https://www.sec.gov/Archives/edgar/data/1641601/0001564590-20-036096-index.htm
38096,"River Road Asset Management, LLC",13F-HR,1341401,2020-08-12,https://www.sec.gov/Archives/edgar/data/1341401/0001341401-20-000036-index.htm
38097,River Wealth Advisors LLC,13F-HR,1642570,2020-08-11,https://www.sec.gov/Archives/edgar/data/1642570/0001642570-20-000006-index.htm
38098,"RiverFront Investment Group, LLC",13F-HR,1469751,2020-07-17,https://www.sec.gov/Archives/edgar/data/1469751/0001469751-20-000008-index.htm
38099,RiverGlades Family Offices LLC,13F-HR,1619779,2020-08-13,https://www.sec.gov/Archives/edgar/data/1619779/0001619779-20-000005-index.htm
38100,"RiverPark Advisors, LLC",13F-HR,1484256,2020-08-14,https://www.sec.gov/Archives/edgar/data/1484256/0001104659-20-095437-index.htm
38101,"Riverpoint Wealth Management Holdings, LLC",13F-HR,1682733,2020-08-03,https://www.sec.gov/Archives/edgar/data/1682733/0001085146-20-001980-index.htm
38102,"Riverstone Advisors, LLC",13F-HR,1763404,2020-07-22,https://www.sec.gov/Archives/edgar/data/1763404/0001763404-20-000003-index.htm
38103,Riverview Financial Corp,10-Q,1590799,2020-08-10,https://www.sec.gov/Archives/edgar/data/1590799/0001193125-20-214254-index.htm
38104,Riverview Trust Co,13F-HR,1593600,2020-07-08,https://www.sec.gov/Archives/edgar/data/1593600/0001593600-20-000006-index.htm
38105,"Riviera Resources, Inc.",10-Q,1737204,2020-08-06,https://www.sec.gov/Archives/edgar/data/1737204/0001564590-20-037875-index.htm
38106,"Rivulet Media, Inc.",10-Q,1079282,2020-07-01,https://www.sec.gov/Archives/edgar/data/1079282/0001199835-20-000163-index.htm
38107,"Rivulet Media, Inc.",10-Q/A,1079282,2020-07-07,https://www.sec.gov/Archives/edgar/data/1079282/0001654954-20-007418-index.htm
38108,"Rizvi Traverse Management, LLC",13F-HR,1569633,2020-08-14,https://www.sec.gov/Archives/edgar/data/1569633/0001172661-20-001780-index.htm
38109,"Road Marshall, Inc.",10-Q,1657249,2020-08-14,https://www.sec.gov/Archives/edgar/data/1657249/0001599916-20-000097-index.htm
38110,Robeco Institutional Asset Management B.V.,13F-HR,1418773,2020-07-20,https://www.sec.gov/Archives/edgar/data/1418773/0001085146-20-001829-index.htm
38111,"Robertson Opportunity Capital, LLC",13F-HR,1352122,2020-08-14,https://www.sec.gov/Archives/edgar/data/1352122/0001315863-20-000719-index.htm
38112,"Robertson Stephens Wealth Management, LLC",13F-HR,1767307,2020-08-12,https://www.sec.gov/Archives/edgar/data/1767307/0001606587-20-000942-index.htm
38113,"Roble, Belko & Company, Inc",13F-HR,1642305,2020-08-10,https://www.sec.gov/Archives/edgar/data/1642305/0001642305-20-000007-index.htm
38114,"Rock Creek Group, LP",13F-HR,1484067,2020-08-13,https://www.sec.gov/Archives/edgar/data/1484067/0000950123-20-008586-index.htm
38115,"Rock Point Advisors, LLC",13F-HR,1301540,2020-08-12,https://www.sec.gov/Archives/edgar/data/1301540/0001301540-20-000003-index.htm
38116,Rock Springs Capital Management LP,13F-HR,1595725,2020-08-14,https://www.sec.gov/Archives/edgar/data/1595725/0001172661-20-001805-index.htm
38117,Rockefeller Capital Management L.P.,13F-HR,1739439,2020-08-12,https://www.sec.gov/Archives/edgar/data/1739439/0001739439-20-000011-index.htm
38118,"Rocky Mountain Chocolate Factory, Inc.",10-Q,1616262,2020-07-20,https://www.sec.gov/Archives/edgar/data/1616262/0001437749-20-015388-index.htm
38119,"Rocky Mountain Chocolate Factory, Inc.",DEF 14A,1616262,2020-08-13,https://www.sec.gov/Archives/edgar/data/1616262/0001437749-20-017822-index.htm
38120,"Rocky Mountain Chocolate Factory, Inc.",NT 10-Q,1616262,2020-07-15,https://www.sec.gov/Archives/edgar/data/1616262/0001437749-20-015170-index.htm
38121,"Rocky Mountain High Brands, Inc.",10-K,1670869,2020-07-09,https://www.sec.gov/Archives/edgar/data/1670869/0001663577-20-000201-index.htm
38122,"Rocky Mountain High Brands, Inc.",NT 10-Q,1670869,2020-08-14,https://www.sec.gov/Archives/edgar/data/1670869/0001663577-20-000279-index.htm
38123,Rodgers Brothers Inc.,13F-HR,1397290,2020-08-13,https://www.sec.gov/Archives/edgar/data/1397290/0001397290-20-000004-index.htm
38124,Rokos Capital Management LLP,13F-HR,1666335,2020-08-14,https://www.sec.gov/Archives/edgar/data/1666335/0001666335-20-000006-index.htm
38125,Rosehill Resources Inc.,10-Q,1659122,2020-07-02,https://www.sec.gov/Archives/edgar/data/1659122/0001628280-20-010168-index.htm
38126,Rosenbaum Jay D.,13F-HR,1622820,2020-07-23,https://www.sec.gov/Archives/edgar/data/1622820/0001622820-20-000003-index.htm
38127,Rosenberg Matthew Hamilton,13F-HR,1812103,2020-08-04,https://www.sec.gov/Archives/edgar/data/1812103/0001812103-20-000002-index.htm
38128,Rossmore Private Capital,13F-HR,1733082,2020-08-05,https://www.sec.gov/Archives/edgar/data/1733082/0001062993-20-003696-index.htm
38129,Roth CH Acquisition I Co,10-Q,1796303,2020-08-12,https://www.sec.gov/Archives/edgar/data/1796303/0001104659-20-093886-index.htm
38130,Rothschild & Co Wealth Management UK Ltd,13F-HR,1784260,2020-07-15,https://www.sec.gov/Archives/edgar/data/1784260/0001104659-20-083575-index.htm
38131,"Rothschild Capital Partners, LLC",13F-HR,1569833,2020-08-05,https://www.sec.gov/Archives/edgar/data/1569833/0001062993-20-003698-index.htm
38132,"Roubaix Capital, LLC",13F-HR,1769700,2020-07-28,https://www.sec.gov/Archives/edgar/data/1769700/0001104659-20-087322-index.htm
38133,"Roumell Asset Management, LLC",13F-HR,1331693,2020-08-14,https://www.sec.gov/Archives/edgar/data/1331693/0001085146-20-002224-index.htm
38134,Round Hill Asset Management,13F-HR,1696438,2020-08-13,https://www.sec.gov/Archives/edgar/data/1696438/0001696438-20-000003-index.htm
38135,"Round Table Services, LLC",13F-HR,1375664,2020-08-10,https://www.sec.gov/Archives/edgar/data/1375664/0001606587-20-000911-index.htm
38136,Roundview Capital LLC,13F-HR,1476804,2020-08-13,https://www.sec.gov/Archives/edgar/data/1476804/0001476804-20-000006-index.htm
38137,"Route One Investment Company, L.P.",13F-HR,1512171,2020-08-14,https://www.sec.gov/Archives/edgar/data/1512171/0001567619-20-015322-index.htm
38138,Rovida Advisors Inc.,13F-HR,1653857,2020-08-12,https://www.sec.gov/Archives/edgar/data/1653857/0000950123-20-008304-index.htm
38139,"Royal Fund Management, LLC",13F-HR,1810099,2020-08-06,https://www.sec.gov/Archives/edgar/data/1810099/0001606587-20-000838-index.htm
38140,"Royal Harbor Partners, LLC",13F-HR,1801876,2020-08-10,https://www.sec.gov/Archives/edgar/data/1801876/0001801876-20-000002-index.htm
38141,"Royale Energy, Inc.",10-Q,1694617,2020-08-14,https://www.sec.gov/Archives/edgar/data/1694617/0001185185-20-001166-index.htm
38142,"Royale Energy, Inc.",DEF 14A,1694617,2020-08-04,https://www.sec.gov/Archives/edgar/data/1694617/0001185185-20-001063-index.htm
38143,Royalty Pharma plc,10-Q,1802768,2020-08-12,https://www.sec.gov/Archives/edgar/data/1802768/0001802768-20-000005-index.htm
38144,"Ruane, Cunniff & Goldfarb L.P.",13F-HR,1720792,2020-08-14,https://www.sec.gov/Archives/edgar/data/1720792/0000919574-20-005334-index.htm
38145,"Rubicon Technology, Inc.",10-Q,1410172,2020-08-14,https://www.sec.gov/Archives/edgar/data/1410172/0001213900-20-022073-index.htm
38146,"Rubius Therapeutics, Inc.",10-Q,1709401,2020-08-10,https://www.sec.gov/Archives/edgar/data/1709401/0001558370-20-010055-index.htm
38147,Rubric Capital Management LP,13F-HR,1687509,2020-08-10,https://www.sec.gov/Archives/edgar/data/1687509/0001104659-20-092562-index.htm
38148,"Rudd International, Inc.",13F-HR,1783477,2020-08-04,https://www.sec.gov/Archives/edgar/data/1783477/0001606587-20-000811-index.htm
38149,Ruffer LLP,13F-HR,1426859,2020-08-04,https://www.sec.gov/Archives/edgar/data/1426859/0001426859-20-000008-index.htm
38150,Ruggie Capital Group,13F-HR,1632549,2020-08-11,https://www.sec.gov/Archives/edgar/data/1632549/0001632549-20-000003-index.htm
38151,"RumbleON, Inc.",10-Q,1596961,2020-08-14,https://www.sec.gov/Archives/edgar/data/1596961/0001654954-20-009176-index.htm
38152,"RumbleON, Inc.",DEF 14A,1596961,2020-07-29,https://www.sec.gov/Archives/edgar/data/1596961/0001654954-20-008131-index.htm
38153,Running Oak Capital LLC,13F-HR,1803994,2020-08-14,https://www.sec.gov/Archives/edgar/data/1803994/0001214659-20-007217-index.htm
38154,Runway Growth Credit Fund Inc.,10-Q,1653384,2020-08-13,https://www.sec.gov/Archives/edgar/data/1653384/0001558370-20-010509-index.htm
38155,"Russell Investments Group, Ltd.",13F-HR,1692234,2020-08-05,https://www.sec.gov/Archives/edgar/data/1692234/0000950123-20-007677-index.htm
38156,"Ruths Hospitality Group, Inc.",10-Q,1324272,2020-08-06,https://www.sec.gov/Archives/edgar/data/1324272/0001564590-20-037882-index.htm
38157,Ryerson Holding Corp,10-Q,1481582,2020-07-29,https://www.sec.gov/Archives/edgar/data/1481582/0001564590-20-034314-index.htm
38158,"Ryman Hospitality Properties, Inc.",10-Q,1040829,2020-08-06,https://www.sec.gov/Archives/edgar/data/1040829/0001558370-20-009570-index.htm
38159,"S Squared Technology, LLC",13F-HR,1322924,2020-08-13,https://www.sec.gov/Archives/edgar/data/1322924/0001322924-20-000007-index.htm
38160,S&P Global Inc.,10-Q,64040,2020-07-28,https://www.sec.gov/Archives/edgar/data/64040/0000064040-20-000144-index.htm
38161,S&T BANCORP INC,10-Q,719220,2020-08-06,https://www.sec.gov/Archives/edgar/data/719220/0000719220-20-000063-index.htm
38162,S&T BANK/PA,13F-HR,1010911,2020-08-14,https://www.sec.gov/Archives/edgar/data/1010911/0001010911-20-000010-index.htm
38163,S. MUOIO & CO. LLC,13F-HR,1138996,2020-08-10,https://www.sec.gov/Archives/edgar/data/1138996/0001636587-20-000022-index.htm
38164,S. R. Schill & Associates,13F-HR,1616004,2020-07-30,https://www.sec.gov/Archives/edgar/data/1616004/0001616004-20-000004-index.htm
38165,S.A. Mason LLC,13F-HR,1800911,2020-07-27,https://www.sec.gov/Archives/edgar/data/1800911/0001800911-20-000008-index.htm
38166,S.E.E.D. Planning Group LLC,13F-HR,1765515,2020-07-06,https://www.sec.gov/Archives/edgar/data/1765515/0001765515-20-000006-index.htm
38167,"SABBY MANAGEMENT, LLC",13F-HR,1535610,2020-08-14,https://www.sec.gov/Archives/edgar/data/1535610/0001104659-20-095096-index.htm
38168,SABINE ROYALTY TRUST,10-Q,710752,2020-08-07,https://www.sec.gov/Archives/edgar/data/710752/0001193125-20-212737-index.htm
38169,SADDLEBROOK RESORTS INC,10-Q,313151,2020-08-14,https://www.sec.gov/Archives/edgar/data/313151/0001193125-20-220387-index.htm
38170,SADOFF INVESTMENT MANAGEMENT LLC,13F-HR,1021008,2020-08-13,https://www.sec.gov/Archives/edgar/data/1021008/0001606587-20-000972-index.htm
38171,"SAExploration Holdings, Inc.",10-Q,1514732,2020-08-14,https://www.sec.gov/Archives/edgar/data/1514732/0001564590-20-040318-index.htm
38172,SAFEGUARD SCIENTIFICS INC,10-Q,86115,2020-08-12,https://www.sec.gov/Archives/edgar/data/86115/0001437749-20-017542-index.htm
38173,SAFETY INSURANCE GROUP INC,10-Q,1172052,2020-08-07,https://www.sec.gov/Archives/edgar/data/1172052/0001172052-20-000040-index.htm
38174,SAGA COMMUNICATIONS INC,10-Q,886136,2020-08-10,https://www.sec.gov/Archives/edgar/data/886136/0001558370-20-009957-index.htm
38175,SAGE FINANCIAL GROUP INC,13F-HR,882119,2020-07-16,https://www.sec.gov/Archives/edgar/data/882119/0000882119-20-000004-index.htm
38176,SAGE RHINO CAPITAL LLC,13F-HR,1771605,2020-07-30,https://www.sec.gov/Archives/edgar/data/1771605/0001085146-20-001916-index.htm
38177,SAGEVIEW CAPITAL LP,13F-HR,1389563,2020-07-14,https://www.sec.gov/Archives/edgar/data/1389563/0001172661-20-001531-index.htm
38178,SAIA INC,10-Q,1177702,2020-07-29,https://www.sec.gov/Archives/edgar/data/1177702/0001564590-20-034361-index.htm
38179,SALEM CAPITAL MANAGEMENT INC,13F-HR,1049648,2020-07-20,https://www.sec.gov/Archives/edgar/data/1049648/0001049648-20-000003-index.htm
38180,SALEM INVESTMENT COUNSELORS INC,13F-HR,884423,2020-08-13,https://www.sec.gov/Archives/edgar/data/884423/0001420506-20-000905-index.htm
38181,"SALEM MEDIA GROUP, INC. /DE/",10-Q,1050606,2020-08-10,https://www.sec.gov/Archives/edgar/data/1050606/0001193125-20-213730-index.htm
38182,"SALESFORCE.COM, INC.",13F-HR,1108524,2020-08-10,https://www.sec.gov/Archives/edgar/data/1108524/0001108524-20-000035-index.htm
38183,SALISBURY BANCORP INC,10-Q,1060219,2020-08-07,https://www.sec.gov/Archives/edgar/data/1060219/0001554795-20-000199-index.htm
38184,SALZHAUER MICHAEL,13F-HR,1059543,2020-08-05,https://www.sec.gov/Archives/edgar/data/1059543/0001085146-20-001997-index.htm
38185,"SAMLYN CAPITAL, LLC",13F-HR,1421097,2020-08-14,https://www.sec.gov/Archives/edgar/data/1421097/0000919574-20-005351-index.htm
38186,SAN DIEGO GAS & ELECTRIC CO,10-Q,86521,2020-08-05,https://www.sec.gov/Archives/edgar/data/86521/0001032208-20-000039-index.htm
38187,SAN FRANCISCO SENTRY INVESTMENT GROUP (CA),13F-HR,1540142,2020-07-17,https://www.sec.gov/Archives/edgar/data/1540142/0001540142-20-000006-index.htm
38188,SAN JUAN BASIN ROYALTY TRUST,10-Q,319655,2020-08-10,https://www.sec.gov/Archives/edgar/data/319655/0001193125-20-214909-index.htm
38189,SANDER CAPITAL ADVISORS INC,13F-HR,1173889,2020-08-05,https://www.sec.gov/Archives/edgar/data/1173889/0001493152-20-014757-index.htm
38190,SANDERS MORRIS HARRIS LLC,13F-HR,1053994,2020-07-09,https://www.sec.gov/Archives/edgar/data/1053994/0001085146-20-001709-index.htm
38191,SANDLER CAPITAL MANAGEMENT,13F-HR,1000742,2020-08-14,https://www.sec.gov/Archives/edgar/data/1000742/0001567619-20-015332-index.htm
38192,SANDRIDGE ENERGY INC,10-Q,1349436,2020-08-07,https://www.sec.gov/Archives/edgar/data/1349436/0001628280-20-012059-index.htm
38193,"SANDS CAPITAL MANAGEMENT, LLC",13F-HR,1020066,2020-08-11,https://www.sec.gov/Archives/edgar/data/1020066/0001567619-20-014690-index.htm
38194,SANDSTON CORP,10-Q,892832,2020-08-13,https://www.sec.gov/Archives/edgar/data/892832/0001104659-20-094491-index.htm
